ID,Is_Product_Details_viewed,Session_Activity_Count,No_Items_Added_InCart,No_Items_Removed_FromCart,No_Cart_Viewed,No_Checkout_Confirmed,No_Checkout_Initiated,No_Cart_Items_Viewed,No_Customer_Login,No_Page_Viewed,Customer_Segment_Type,Cart_Abandoned,Checkout_Conversion_Rate,Browsing_Intensity
Session_ID_1063,0,30,15.0,3,0.0,1,1,7,1,0,2,0,0.5,0.0
Session_ID_1064,1,5,2.0,0,0.0,0,0,1,0,1,0,1,0.0,0.16666666666666666
Session_ID_1065,0,8,0.0,0,1.0,0,0,1,0,5,0,1,0.0,0.5555555555555556
Session_ID_1066,0,1,3.0,5,2.0,1,1,1,1,4,2,0,0.5,2.0
Session_ID_1067,1,23,15.0,0,3.0,0,0,3,0,1,1,1,0.0,0.041666666666666664
Session_ID_1068,0,33,1.0,0,1.0,0,0,9,0,15,0,1,0.0,0.4411764705882353
Session_ID_1069,0,12,0.0,0,3.0,0,1,7,0,1,0,1,0.0,0.07692307692307693
Session_ID_1070,0,6,1.0,0,0.0,1,1,0,1,2,0,0,0.5,0.2857142857142857
Session_ID_1071,1,16,7.0,4,0.0,0,0,1,0,2,2,1,0.0,0.11764705882352941
Session_ID_1072,0,19,5.0,8,0.0,0,0,4,0,1,2,1,0.0,0.05
Session_ID_1073,1,14,5.0,0,2.0,0,0,1,0,2,1,1,0.0,0.13333333333333333
Session_ID_1074,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1075,0,2,0.0,0,0.0,0,0,4,0,21,0,1,0.0,7.0
Session_ID_1076,0,20,6.0,0,1.0,0,0,1,0,1,1,1,0.0,0.047619047619047616
Session_ID_1077,0,21,1.0,0,2.0,1,1,1,1,10,0,0,0.5,0.45454545454545453
Session_ID_1078,0,6,1.0,0,1.0,0,1,0,0,3,0,1,0.0,0.42857142857142855
Session_ID_1079,0,6,1.0,0,2.0,0,1,0,0,2,0,1,0.0,0.2857142857142857
Session_ID_1080,0,9,4.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2
Session_ID_1081,1,11,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.16666666666666666
Session_ID_1082,1,6,2.0,0,1.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_1083,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_1084,1,32,10.0,0,1.0,0,0,15,0,1,1,1,0.0,0.030303030303030304
Session_ID_1085,0,43,4.0,6,2.0,0,1,8,1,11,2,1,0.0,0.25
Session_ID_1086,0,18,8.0,0,2.0,0,1,2,0,4,1,1,0.0,0.21052631578947367
Session_ID_1087,0,14,5.0,1,4.0,0,1,1,0,1,1,1,0.0,0.06666666666666667
Session_ID_1088,0,31,9.0,16,0.0,1,1,0,1,3,2,0,0.5,0.09375
Session_ID_1089,0,12,7.0,0,1.0,0,1,1,0,2,1,1,0.0,0.15384615384615385
Session_ID_1090,0,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1091,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_1092,0,74,3.0,0,13.0,0,3,42,0,0,1,1,0.0,0.0
Session_ID_1093,0,14,6.0,0,3.0,0,1,0,0,3,1,1,0.0,0.2
Session_ID_1094,0,13,7.0,0,2.0,0,1,1,0,2,1,1,0.0,0.14285714285714285
Session_ID_1095,1,36,10.0,0,4.0,1,1,0,0,4,1,0,0.5,0.10810810810810811
Session_ID_1096,1,10,1.0,0,0.0,0,0,0,0,9,0,1,0.0,0.8181818181818182
Session_ID_1097,0,8,3.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2222222222222222
Session_ID_1098,0,11,1.0,0,1.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_1099,1,11,2.0,0,1.0,0,0,0,0,6,0,1,0.0,0.5
Session_ID_1100,0,9,1.0,0,5.0,0,1,0,0,2,0,1,0.0,0.2
Session_ID_1101,0,7,1.0,0,0.0,0,1,3,0,1,0,1,0.0,0.125
Session_ID_1102,1,5,1.0,0,0.0,0,1,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_1103,0,4,0.0,0,2.0,0,0,0,0,1,0,1,0.0,0.2
Session_ID_1104,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1105,1,10,5.0,0,1.0,0,0,2,0,2,1,1,0.0,0.18181818181818182
Session_ID_1106,0,10,7.0,0,0.0,0,1,1,0,1,1,1,0.0,0.09090909090909091
Session_ID_1107,1,9,4.0,0,1.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_1108,1,1,0.0,0,1.0,0,0,3,0,1,0,1,0.0,0.5
Session_ID_1109,0,21,3.0,1,0.0,0,3,4,0,3,1,1,0.0,0.13636363636363635
Session_ID_1110,0,8,2.0,0,1.0,0,1,1,0,3,0,1,0.0,0.3333333333333333
Session_ID_1111,0,41,9.0,11,2.0,0,0,4,0,9,2,1,0.0,0.21428571428571427
Session_ID_1112,1,7,1.0,1,1.0,0,1,0,0,3,0,1,0.0,0.375
Session_ID_1113,0,10,1.0,0,0.0,0,2,5,0,1,0,1,0.0,0.09090909090909091
Session_ID_1114,0,2,0.0,0,1.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_1115,0,12,5.0,0,0.0,0,1,2,0,2,1,1,0.0,0.15384615384615385
Session_ID_1116,0,16,9.0,0,1.0,0,1,2,0,3,1,1,0.0,0.17647058823529413
Session_ID_1117,0,8,0.0,0,3.0,0,1,0,0,4,0,1,0.0,0.4444444444444444
Session_ID_1118,0,17,6.0,0,0.0,0,0,1,0,7,1,1,0.0,0.3888888888888889
Session_ID_1119,0,6,1.0,0,0.0,0,1,1,0,3,0,1,0.0,0.42857142857142855
Session_ID_1120,1,19,4.0,8,1.0,0,0,4,0,2,2,1,0.0,0.1
Session_ID_1121,1,41,22.0,0,3.0,0,3,2,1,5,1,1,0.0,0.11904761904761904
Session_ID_1122,0,1,2.0,0,4.0,0,0,1,0,2,0,1,0.0,1.0
Session_ID_1123,0,31,13.0,0,3.0,1,4,8,0,0,1,0,0.2,0.0
Session_ID_1124,0,11,1.0,0,1.0,0,1,6,0,0,0,1,0.0,0.0
Session_ID_1125,0,22,1.0,0,1.0,0,0,12,0,0,0,1,0.0,0.0
Session_ID_1126,1,9,5.0,0,1.0,0,0,2,0,1,1,1,0.0,0.1
Session_ID_1127,1,19,2.0,0,1.0,0,5,2,0,8,0,1,0.0,0.4
Session_ID_1128,0,8,1.0,0,0.0,1,1,0,1,4,0,0,0.5,0.4444444444444444
Session_ID_1129,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1130,1,40,1.0,1,2.0,0,0,1,0,6,0,1,0.0,0.14634146341463414
Session_ID_1131,1,10,4.0,0,0.0,0,0,0,0,4,1,1,0.0,0.36363636363636365
Session_ID_1132,1,35,30.0,0,1.0,0,1,2,0,0,1,1,0.0,0.0
Session_ID_1133,0,5,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_1134,0,3,0.0,0,1.0,0,0,2,0,0,0,1,0.0,0.0
Session_ID_1135,1,24,12.0,0,1.0,1,1,1,1,6,1,0,0.5,0.24
Session_ID_1136,0,6,0.0,0,2.0,0,1,2,0,1,0,1,0.0,0.14285714285714285
Session_ID_1137,0,24,9.0,0,3.0,1,1,2,1,5,1,0,0.5,0.2
Session_ID_1138,0,10,1.0,0,0.0,0,0,2,0,4,0,1,0.0,0.36363636363636365
Session_ID_1139,0,1,1.0,0,0.0,0,2,1,0,1,0,1,0.0,0.5
Session_ID_1140,1,8,5.0,0,1.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_1141,0,8,1.0,0,1.0,0,1,1,0,3,0,1,0.0,0.3333333333333333
Session_ID_1142,0,5,2.0,0,1.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_1143,1,15,5.0,3,2.0,0,0,1,0,1,2,1,0.0,0.0625
Session_ID_1144,1,70,31.0,12,14.0,0,1,5,0,4,2,1,0.0,0.056338028169014086
Session_ID_1145,0,18,4.0,1,3.0,0,3,2,0,4,1,1,0.0,0.21052631578947367
Session_ID_1146,1,13,3.0,0,1.0,0,1,3,0,5,1,1,0.0,0.35714285714285715
Session_ID_1147,0,15,0.0,0,1.0,0,1,2,0,2,0,1,0.0,0.125
Session_ID_1148,0,7,2.0,0,2.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_1149,0,14,1.0,0,0.0,0,1,11,0,1,0,1,0.0,0.06666666666666667
Session_ID_1150,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_1151,1,13,2.0,1,0.0,0,0,2,0,4,0,1,0.0,0.2857142857142857
Session_ID_1152,0,6,0.0,0,0.0,1,2,2,0,0,0,0,0.3333333333333333,0.0
Session_ID_1153,0,13,5.0,0,1.0,0,1,1,0,4,1,1,0.0,0.2857142857142857
Session_ID_1154,0,14,6.0,2,2.0,0,1,1,0,1,2,1,0.0,0.06666666666666667
Session_ID_1155,1,8,4.0,0,0.0,0,1,1,0,1,1,1,0.0,0.1111111111111111
Session_ID_1156,0,6,1.0,0,2.0,0,1,0,0,2,0,1,0.0,0.2857142857142857
Session_ID_1157,0,21,10.0,0,2.0,1,1,1,1,3,1,0,0.5,0.13636363636363635
Session_ID_1158,0,1,14.0,0,8.0,0,4,5,0,25,1,1,0.0,12.5
Session_ID_1159,0,14,2.0,0,2.0,0,1,9,0,0,0,1,0.0,0.0
Session_ID_1160,0,43,24.0,3,3.0,0,2,3,1,5,2,1,0.0,0.11363636363636363
Session_ID_1161,1,11,5.0,0,0.0,0,0,3,0,2,1,1,0.0,0.16666666666666666
Session_ID_1162,1,3,1.0,0,0.0,0,1,0,0,1,0,1,0.0,0.25
Session_ID_1163,0,32,12.0,0,2.0,0,2,15,0,0,1,1,0.0,0.0
Session_ID_1164,1,16,6.0,0,3.0,0,0,6,0,0,1,1,0.0,0.0
Session_ID_1165,0,11,0.0,2,2.0,0,0,1,0,6,0,1,0.0,0.5
Session_ID_1166,0,8,3.0,0,1.0,0,0,0,0,0,1,1,0.0,0.0
Session_ID_1167,1,6,2.0,2,0.0,0,0,1,0,1,2,1,0.0,0.14285714285714285
Session_ID_1168,1,6,2.0,0,0.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_1169,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1170,0,29,9.0,3,4.0,2,2,2,0,6,2,0,0.6666666666666666,0.2
Session_ID_1171,0,8,2.0,0,1.0,1,1,1,1,1,0,0,0.5,0.1111111111111111
Session_ID_1172,0,18,10.0,0,2.0,0,1,2,0,2,1,1,0.0,0.10526315789473684
Session_ID_1173,0,10,0.0,0,0.0,1,1,1,0,0,0,0,0.5,0.0
Session_ID_1174,0,7,1.0,0,0.0,1,1,0,1,3,0,1,0.5,0.375
Session_ID_1175,1,9,2.0,2,0.0,0,0,1,0,1,2,1,0.0,0.1
Session_ID_1176,1,20,13.0,1,0.0,0,1,2,0,1,1,1,0.0,0.047619047619047616
Session_ID_1177,1,7,1.0,0,2.0,0,1,0,1,2,0,1,0.0,0.25
Session_ID_1178,0,19,7.0,0,2.0,2,2,1,2,3,1,0,0.6666666666666666,0.15
Session_ID_1179,1,7,4.0,0,0.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_1180,0,7,3.0,0,1.0,0,1,0,0,2,1,1,0.0,0.25
Session_ID_1181,0,17,8.0,0,1.0,1,1,4,1,1,1,0,0.5,0.05555555555555555
Session_ID_1182,0,14,1.0,0,5.0,0,3,5,0,0,0,1,0.0,0.0
Session_ID_1183,0,8,4.0,0,0.0,0,1,2,0,1,1,1,0.0,0.1111111111111111
Session_ID_1184,1,16,0.0,0,0.0,0,0,1,0,2,0,1,0.0,0.11764705882352941
Session_ID_1185,1,8,0.0,0,0.0,0,0,1,0,2,0,1,0.0,0.2222222222222222
Session_ID_1186,1,20,2.0,10,3.0,0,0,3,0,2,2,1,0.0,0.09523809523809523
Session_ID_1187,0,9,3.0,0,2.0,0,1,1,0,2,1,1,0.0,0.2
Session_ID_1188,0,26,20.0,0,1.0,0,0,1,0,3,1,1,0.0,0.1111111111111111
Session_ID_1189,0,6,0.0,0,3.0,0,1,1,0,1,0,1,0.0,0.14285714285714285
Session_ID_1190,0,32,10.0,9,1.0,1,3,3,1,3,2,0,0.25,0.09090909090909091
Session_ID_1191,1,11,6.0,0,1.0,0,0,3,0,1,1,1,0.0,0.08333333333333333
Session_ID_1192,0,34,12.0,6,5.0,0,3,2,0,2,2,1,0.0,0.05714285714285714
Session_ID_1193,0,14,6.0,0,2.0,0,1,1,0,4,1,1,0.0,0.26666666666666666
Session_ID_1194,0,7,1.0,0,3.0,0,1,1,0,1,0,1,0.0,0.125
Session_ID_1195,0,19,5.0,0,0.0,0,2,9,0,0,1,1,0.0,0.0
Session_ID_1196,1,11,8.0,0,1.0,0,0,1,0,0,1,1,0.0,0.0
Session_ID_1197,0,16,5.0,1,1.0,0,3,3,1,1,1,1,0.0,0.058823529411764705
Session_ID_1198,1,17,7.0,0,3.0,0,1,2,0,3,1,1,0.0,0.16666666666666666
Session_ID_1199,0,9,0.0,0,5.0,0,0,4,0,0,0,1,0.0,0.0
Session_ID_1200,0,8,3.0,0,1.0,0,1,1,0,2,1,1,0.0,0.2222222222222222
Session_ID_1201,0,21,8.0,1,3.0,0,0,5,0,1,1,1,0.0,0.045454545454545456
Session_ID_1202,0,65,0.0,0,0.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_1203,1,16,0.0,0,0.0,0,0,1,0,2,0,1,0.0,0.11764705882352941
Session_ID_1204,1,28,6.0,8,2.0,0,1,0,0,9,2,1,0.0,0.3103448275862069
Session_ID_1205,1,2,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_1206,0,17,2.0,0,1.0,0,2,4,0,6,0,1,0.0,0.3333333333333333
Session_ID_1207,0,3,0.0,0,0.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_1208,0,3,0.0,0,0.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_1209,0,6,1.0,0,1.0,0,1,3,0,0,0,1,0.0,0.0
Session_ID_1210,0,10,5.0,0,1.0,0,1,1,0,2,1,1,0.0,0.18181818181818182
Session_ID_1211,1,16,10.0,0,0.0,0,0,2,0,2,1,1,0.0,0.11764705882352941
Session_ID_1212,0,22,3.0,0,0.0,0,0,3,0,11,1,1,0.0,0.4782608695652174
Session_ID_1213,0,4,0.0,0,1.0,0,1,2,0,0,0,1,0.0,0.0
Session_ID_1214,0,11,6.0,0,1.0,0,1,1,0,2,1,1,0.0,0.16666666666666666
Session_ID_1215,0,10,3.0,1,1.0,0,0,1,0,4,1,1,0.0,0.36363636363636365
Session_ID_1216,0,11,6.0,0,0.0,0,1,1,0,2,1,1,0.0,0.16666666666666666
Session_ID_1217,0,14,3.0,1,2.0,0,2,3,0,3,1,1,0.0,0.2
Session_ID_1218,0,34,14.0,11,2.0,1,2,2,1,1,2,0,0.3333333333333333,0.02857142857142857
Session_ID_1219,1,29,1.0,0,0.0,0,0,2,0,10,0,1,0.0,0.3333333333333333
Session_ID_1220,1,17,2.0,6,4.0,0,2,0,0,3,2,1,0.0,0.16666666666666666
Session_ID_1221,0,7,1.0,0,1.0,0,1,3,0,1,0,1,0.0,0.125
Session_ID_1222,0,9,0.0,0,1.0,1,1,1,0,1,0,0,0.5,0.1
Session_ID_1223,0,10,2.0,0,3.0,0,1,1,0,3,0,1,0.0,0.2727272727272727
Session_ID_1224,0,6,1.0,0,2.0,0,1,0,0,2,0,1,0.0,0.2857142857142857
Session_ID_1225,1,36,0.0,0,0.0,0,0,8,0,4,0,1,0.0,0.10810810810810811
Session_ID_1226,1,5,1.0,2,1.0,0,0,0,0,1,0,1,0.0,0.16666666666666666
Session_ID_1227,0,8,0.0,0,0.0,0,1,1,0,2,0,1,0.0,0.2222222222222222
Session_ID_1228,1,5,1.0,1,1.0,0,0,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1229,1,11,6.0,0,1.0,0,0,2,0,1,1,1,0.0,0.08333333333333333
Session_ID_1230,1,8,4.0,0,1.0,0,0,0,0,3,1,1,0.0,0.3333333333333333
Session_ID_1231,0,14,7.0,2,0.0,1,1,0,1,2,2,0,0.5,0.13333333333333333
Session_ID_1232,0,41,10.0,10,4.0,1,3,3,0,6,2,0,0.25,0.14285714285714285
Session_ID_1233,1,6,0.0,0,0.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_1234,0,23,8.0,0,4.0,1,1,4,1,1,1,0,0.5,0.041666666666666664
Session_ID_1235,0,6,2.0,1,0.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1236,0,30,5.0,1,6.0,1,1,7,1,7,1,0,0.5,0.22580645161290322
Session_ID_1237,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_1238,0,11,4.0,2,0.0,1,1,1,1,1,2,0,0.5,0.08333333333333333
Session_ID_1239,1,4,1.0,0,0.0,0,1,0,0,1,0,1,0.0,0.2
Session_ID_1240,1,4,1.0,0,0.0,0,0,1,0,2,0,1,0.0,0.4
Session_ID_1241,0,16,12.0,0,1.0,0,0,2,0,1,1,1,0.0,0.058823529411764705
Session_ID_1242,0,8,1.0,0,0.0,0,1,0,0,6,0,1,0.0,0.6666666666666666
Session_ID_1243,1,21,6.0,6,0.0,0,0,2,0,1,2,1,0.0,0.045454545454545456
Session_ID_1244,0,17,1.0,0,5.0,1,4,1,0,4,0,1,0.2,0.2222222222222222
Session_ID_1245,0,23,7.0,4,4.0,0,1,2,1,4,2,1,0.0,0.16666666666666666
Session_ID_1246,1,2,1.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_1247,0,4,0.0,0,1.0,0,1,1,0,1,0,1,0.0,0.2
Session_ID_1248,0,3,1.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_1249,0,7,1.0,0,1.0,0,1,1,0,2,0,1,0.0,0.25
Session_ID_1250,0,5,1.0,0,0.0,0,1,0,1,2,0,1,0.0,0.3333333333333333
Session_ID_1251,0,41,10.0,2,6.0,1,1,6,1,11,2,0,0.5,0.2619047619047619
Session_ID_1252,0,28,9.0,2,2.0,1,5,0,1,5,2,0,0.16666666666666666,0.1724137931034483
Session_ID_1253,0,28,17.0,0,3.0,0,1,3,0,4,1,1,0.0,0.13793103448275862
Session_ID_1254,0,2,0.0,0,0.0,0,1,0,0,1,0,1,0.0,0.3333333333333333
Session_ID_1255,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1256,0,10,2.0,0,4.0,0,0,1,0,2,0,1,0.0,0.18181818181818182
Session_ID_1257,0,10,0.0,1,0.0,0,0,1,0,4,0,1,0.0,0.36363636363636365
Session_ID_1258,1,11,3.0,1,0.0,0,1,1,1,3,1,1,0.0,0.25
Session_ID_1259,1,13,4.0,2,0.0,0,0,5,0,2,2,1,0.0,0.14285714285714285
Session_ID_1260,0,8,2.0,0,3.0,0,1,0,0,2,0,1,0.0,0.2222222222222222
Session_ID_1261,0,24,10.0,3,4.0,0,2,1,1,2,2,1,0.0,0.08
Session_ID_1262,0,18,5.0,4,2.0,0,3,0,0,4,2,1,0.0,0.21052631578947367
Session_ID_1263,0,7,3.0,0,0.0,0,1,1,0,2,1,1,0.0,0.25
Session_ID_1264,0,6,0.0,0,2.0,0,1,0,0,1,0,1,0.0,0.14285714285714285
Session_ID_1265,0,6,2.0,0,0.0,1,1,1,1,0,0,0,0.5,0.0
Session_ID_1266,0,5,0.0,0,0.0,0,2,3,0,0,0,1,0.0,0.0
Session_ID_1267,0,7,4.0,0,1.0,0,0,2,0,0,1,1,0.0,0.0
Session_ID_1268,1,3,1.0,0,0.0,0,0,0,0,1,0,1,0.0,0.25
Session_ID_1269,0,6,1.0,0,2.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1270,0,10,0.0,0,2.0,0,1,0,0,3,0,1,0.0,0.2727272727272727
Session_ID_1271,0,20,0.0,0,0.0,0,0,4,0,2,0,1,0.0,0.09523809523809523
Session_ID_1272,1,4,0.0,0,1.0,1,1,0,0,1,0,0,0.5,0.2
Session_ID_1273,0,8,2.0,0,3.0,0,1,0,0,2,0,1,0.0,0.2222222222222222
Session_ID_1274,1,5,0.0,0,1.0,0,0,0,0,1,0,1,0.0,0.16666666666666666
Session_ID_1275,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1276,0,12,4.0,0,2.0,0,2,1,0,3,1,1,0.0,0.23076923076923078
Session_ID_1277,1,27,4.0,11,1.0,0,1,3,1,4,2,1,0.0,0.14285714285714285
Session_ID_1278,1,3,1.0,0,0.0,0,0,1,0,1,0,1,0.0,0.25
Session_ID_1279,0,2,0.0,0,0.0,0,1,1,0,0,0,1,0.0,0.0
Session_ID_1280,0,29,7.0,0,2.0,1,3,10,0,0,1,0,0.25,0.0
Session_ID_1281,0,31,6.0,0,6.0,1,1,4,1,6,1,0,0.5,0.1875
Session_ID_1282,1,30,7.0,0,1.0,0,0,13,0,0,1,1,0.0,0.0
Session_ID_1283,0,10,4.0,0,0.0,0,1,3,0,1,1,1,0.0,0.09090909090909091
Session_ID_1284,0,9,0.0,0,2.0,0,2,4,0,1,0,1,0.0,0.1
Session_ID_1285,0,6,3.0,0,0.0,0,0,1,0,1,1,1,0.0,0.14285714285714285
Session_ID_1286,0,17,2.0,0,2.0,1,2,9,0,0,0,0,0.3333333333333333,0.0
Session_ID_1287,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1288,0,54,3.0,0,2.0,1,1,0,1,1,1,0,0.5,0.01818181818181818
Session_ID_1289,0,17,1.0,1,4.0,0,3,0,0,7,0,1,0.0,0.3888888888888889
Session_ID_1290,0,5,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1291,0,7,0.0,0,3.0,0,2,2,0,0,0,1,0.0,0.0
Session_ID_1292,1,21,4.0,4,0.0,0,1,0,0,10,2,1,0.0,0.45454545454545453
Session_ID_1293,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1294,0,3,1.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_1295,1,3,1.0,0,1.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1296,0,22,3.0,0,8.0,1,5,4,0,0,1,0,0.16666666666666666,0.0
Session_ID_1297,1,13,5.0,2,0.0,0,0,1,0,3,2,1,0.0,0.21428571428571427
Session_ID_1298,0,11,0.0,0,3.0,0,2,1,0,2,0,1,0.0,0.16666666666666666
Session_ID_1299,1,9,4.0,0,0.0,0,1,2,0,1,1,1,0.0,0.1
Session_ID_1300,1,49,42.0,0,1.0,0,0,1,0,2,1,1,0.0,0.04
Session_ID_1301,0,13,3.0,0,2.0,0,0,4,0,4,1,1,0.0,0.2857142857142857
Session_ID_1302,1,9,5.0,0,0.0,0,1,2,0,1,1,1,0.0,0.1
Session_ID_1303,0,29,7.0,0,1.0,1,0,4,0,0,1,0,1.0,0.0
Session_ID_1304,0,2,0.0,0,1.0,0,0,0,0,0,0,1,0.0,0.0
Session_ID_1305,1,3,1.0,0,0.0,0,0,1,0,0,0,1,0.0,0.0
Session_ID_1306,1,5,1.0,1,0.0,0,0,1,0,1,0,1,0.0,0.16666666666666666
Session_ID_1307,1,22,6.0,1,4.0,0,3,2,1,1,1,1,0.0,0.043478260869565216
Session_ID_1308,0,5,0.0,0,3.0,0,0,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1309,0,33,2.0,0,2.0,0,3,13,0,0,0,1,0.0,0.0
Session_ID_1310,1,14,6.0,0,1.0,1,2,3,0,0,1,0,0.3333333333333333,0.0
Session_ID_1311,0,4,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.4
Session_ID_1312,0,6,2.0,0,0.0,0,0,3,0,0,0,1,0.0,0.0
Session_ID_1313,0,13,3.0,0,0.0,1,1,1,1,1,1,1,0.5,0.07142857142857142
Session_ID_1314,0,10,0.0,0,1.0,0,0,0,0,4,0,1,0.0,0.36363636363636365
Session_ID_1315,0,20,6.0,8,2.0,0,2,1,0,1,2,1,0.0,0.047619047619047616
Session_ID_1316,0,15,1.0,0,1.0,1,1,0,0,11,0,0,0.5,0.6875
Session_ID_1317,0,6,0.0,0,1.0,0,1,1,0,2,0,1,0.0,0.2857142857142857
Session_ID_1318,1,7,5.0,0,1.0,0,0,0,0,1,1,1,0.0,0.125
Session_ID_1319,0,5,0.0,0,2.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1320,0,11,2.0,0,4.0,0,2,0,0,3,0,1,0.0,0.25
Session_ID_1321,0,8,2.0,0,2.0,0,1,1,0,2,0,1,0.0,0.2222222222222222
Session_ID_1322,0,1,0.0,0,0.0,0,1,0,0,0,0,1,0.0,0.0
Session_ID_1323,1,25,15.0,0,2.0,0,2,2,0,4,1,1,0.0,0.15384615384615385
Session_ID_1324,0,9,0.0,0,1.0,0,1,2,0,4,0,1,0.0,0.4
Session_ID_1325,0,7,1.0,0,3.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_1326,1,8,2.0,0,0.0,0,0,3,0,1,0,1,0.0,0.1111111111111111
Session_ID_1327,0,14,6.0,0,0.0,0,1,6,0,1,1,1,0.0,0.06666666666666667
Session_ID_1328,0,11,3.0,0,1.0,0,3,1,0,3,1,1,0.0,0.25
Session_ID_1329,1,7,0.0,0,1.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_1330,0,7,1.0,0,0.0,0,2,4,0,0,0,1,0.0,0.0
Session_ID_1331,0,20,0.0,0,3.0,0,1,2,0,4,0,1,0.0,0.19047619047619047
Session_ID_1332,0,7,1.0,3,2.0,0,0,0,0,1,2,1,0.0,0.125
Session_ID_1333,1,21,7.0,0,1.0,0,0,8,0,2,1,1,0.0,0.09090909090909091
Session_ID_1334,0,10,1.0,0,2.0,1,1,5,0,0,0,0,0.5,0.0
Session_ID_1335,0,11,0.0,0,0.0,1,1,0,0,3,0,0,0.5,0.25
Session_ID_1336,0,31,6.0,2,8.0,0,3,3,0,4,2,1,0.0,0.125
Session_ID_1337,0,19,2.0,0,2.0,0,0,6,0,0,0,1,0.0,0.0
Session_ID_1338,0,5,1.0,0,1.0,0,1,0,0,2,0,1,0.0,0.3333333333333333
Session_ID_1339,0,5,0.0,1,0.0,0,0,2,0,1,0,1,0.0,0.16666666666666666
Session_ID_1340,0,6,0.0,0,2.0,0,2,2,0,0,0,1,0.0,0.0
Session_ID_1341,0,10,3.0,1,1.0,1,1,1,1,1,1,0,0.5,0.09090909090909091
Session_ID_1342,0,8,1.0,0,0.0,0,3,3,0,1,0,1,0.0,0.1111111111111111
Session_ID_1343,0,53,3.0,0,4.0,2,6,37,0,0,1,0,0.2857142857142857,0.0
Session_ID_1344,0,7,2.0,0,2.0,0,1,0,0,2,0,1,0.0,0.25
Session_ID_1345,0,47,0.0,0,2.0,0,1,1,0,4,0,1,0.0,0.08333333333333333
Session_ID_1346,0,2,10.0,0,5.0,0,1,3,1,9,1,1,0.0,3.0
Session_ID_1347,0,18,1.0,0,2.0,0,1,7,0,0,0,1,0.0,0.0
Session_ID_1348,0,13,4.0,0,2.0,0,1,3,0,3,1,1,0.0,0.21428571428571427
Session_ID_1349,0,5,2.0,0,0.0,0,0,1,0,2,0,1,0.0,0.3333333333333333
Session_ID_1350,0,1,4.0,4,2.0,0,3,1,0,2,2,1,0.0,1.0
